"pu","threats","amount","cost","status","threat1","threat2","threat3","threat4"
"1890","2","1","1","0","0","1","0","0"
"1890","3","1","1","0","0","0","1","0"
"1890","4","1","1","0","0","0","0","1"
"1891","2","1","1","0","0","1","0","0"
"1891","4","1","1","0","0","0","0","1"
"1892","2","1","1","0","0","1","0","0"
"1892","3","1","1","0","0","0","1","0"
"1892","4","1","1","0","0","0","0","1"
"1893","2","1","1","0","0","1","0","0"
"1893","3","1","1","0","0","0","1","0"
"1893","4","1","1","0","0","0","0","1"
"1894","2","1","1","0","0","1","0","0"
"1894","3","1","1","0","0","0","1","0"
"1894","4","1","1","0","0","0","0","1"
"1895","2","1","1","0","0","1","0","0"
"1895","3","1","1","0","0","0","1","0"
"1895","4","1","1","0","0","0","0","1"
"1896","2","1","1","0","0","1","0","0"
"1896","3","1","1","0","0","0","1","0"
"1896","4","1","1","0","0","0","0","1"
"1897","2","1","1","0","0","1","0","0"
"1897","3","1","1","0","0","0","1","0"
"1897","4","1","1","0","0","0","0","1"
"1898","2","1","1","0","0","1","0","0"
"1898","4","1","1","0","0","0","0","1"
"1899","2","1","1","0","0","1","0","0"
"1899","4","1","1","0","0","0","0","1"
"1900","2","1","1","0","0","1","0","0"
"1900","3","1","1","0","0","0","1","0"
"1900","4","1","1","0","0","0","0","1"
"1901","2","1","1","0","0","1","0","0"
"1901","3","1","1","0","0","0","1","0"
"1901","4","1","1","0","0","0","0","1"
"1902","2","1","1","0","0","1","0","0"
"1902","3","1","1","0","0","0","1","0"
"1902","4","1","1","0","0","0","0","1"
"1903","2","1","1","0","0","1","0","0"
"1903","3","1","1","0","0","0","1","0"
"1903","4","1","1","0","0","0","0","1"
"1904","2","1","1","0","0","1","0","0"
"1904","3","1","1","0","0","0","1","0"
"1904","4","1","1","0","0","0","0","1"
"1905","2","1","1","0","0","1","0","0"
"1905","3","1","1","0","0","0","1","0"
"1905","4","1","1","0","0","0","0","1"
"1906","2","1","1","0","0","1","0","0"
"1906","4","1","1","0","0","0","0","1"
"1907","2","1","1","0","0","1","0","0"
"1907","3","1","1","0","0","0","1","0"
"1907","4","1","1","0","0","0","0","1"
"1908","2","1","1","0","0","1","0","0"
"1908","3","1","1","0","0","0","1","0"
"1908","4","1","1","0","0","0","0","1"
"1909","2","1","1","0","0","1","0","0"
"1909","3","1","1","0","0","0","1","0"
"1909","4","1","1","0","0","0","0","1"
"1910","2","1","1","0","0","1","0","0"
"1910","3","1","1","0","0","0","1","0"
"1910","4","1","1","0","0","0","0","1"
"1911","2","1","1","0","0","1","0","0"
"1911","3","1","1","0","0","0","1","0"
"1911","4","1","1","0","0","0","0","1"
"1912","2","1","1","0","0","1","0","0"
"1912","3","1","1","0","0","0","1","0"
"1912","4","1","1","0","0","0","0","1"
"1913","2","1","1","0","0","1","0","0"
"1913","4","1","1","0","0","0","0","1"
"1914","2","1","1","0","0","1","0","0"
"1914","4","1","1","0","0","0","0","1"
"1915","2","1","1","0","0","1","0","0"
"1915","3","1","1","0","0","0","1","0"
"1915","4","1","1","0","0","0","0","1"
"1916","2","1","1","0","0","1","0","0"
"1916","4","1","1","0","0","0","0","1"
"1917","2","1","1","0","0","1","0","0"
"1917","4","1","1","0","0","0","0","1"
"1918","2","1","1","0","0","1","0","0"
"1918","4","1","1","0","0","0","0","1"
"1919","2","1","1","0","0","1","0","0"
"1919","3","1","1","0","0","0","1","0"
"1919","4","1","1","0","0","0","0","1"
"1920","2","1","1","0","0","1","0","0"
"1920","4","1","1","0","0","0","0","1"
"1921","2","1","1","0","0","1","0","0"
"1921","3","1","1","0","0","0","1","0"
"1921","4","1","1","0","0","0","0","1"
"1922","2","1","1","0","0","1","0","0"
"1922","4","1","1","0","0","0","0","1"
"1923","2","1","1","0","0","1","0","0"
"1923","4","1","1","0","0","0","0","1"
"1924","2","1","1","0","0","1","0","0"
"1924","4","1","1","0","0","0","0","1"
"1925","2","1","1","0","0","1","0","0"
"1925","3","1","1","0","0","0","1","0"
"1925","4","1","1","0","0","0","0","1"
"1926","2","1","1","0","0","1","0","0"
"1926","4","1","1","0","0","0","0","1"
"1927","2","1","1","0","0","1","0","0"
"1927","3","1","1","0","0","0","1","0"
"1927","4","1","1","0","0","0","0","1"
"1928","2","1","1","0","0","1","0","0"
"1928","3","1","1","0","0","0","1","0"
"1928","4","1","1","0","0","0","0","1"
"1929","2","1","1","0","0","1","0","0"
"1929","4","1","1","0","0","0","0","1"
"1930","2","1","1","0","0","1","0","0"
"1930","4","1","1","0","0","0","0","1"
"1931","2","1","1","0","0","1","0","0"
"1931","4","1","1","0","0","0","0","1"
"1932","2","1","1","0","0","1","0","0"
"1932","4","1","1","0","0","0","0","1"
"1933","2","1","1","0","0","1","0","0"
"1933","4","1","1","0","0","0","0","1"
"1934","2","1","1","0","0","1","0","0"
"1934","3","1","1","0","0","0","1","0"
"1934","4","1","1","0","0","0","0","1"
"1935","2","1","1","0","0","1","0","0"
"1935","3","1","1","0","0","0","1","0"
"1935","4","1","1","0","0","0","0","1"
"1936","2","1","1","0","0","1","0","0"
"1936","4","1","1","0","0","0","0","1"
"1937","2","1","1","0","0","1","0","0"
"1937","4","1","1","0","0","0","0","1"
"1938","2","1","1","0","0","1","0","0"
"1938","3","1","1","0","0","0","1","0"
"1938","4","1","1","0","0","0","0","1"
"1939","2","1","1","0","0","1","0","0"
"1939","4","1","1","0","0","0","0","1"
"1940","2","1","1","0","0","1","0","0"
"1940","3","1","1","0","0","0","1","0"
"1940","4","1","1","0","0","0","0","1"
"1941","2","1","1","0","0","1","0","0"
"1941","3","1","1","0","0","0","1","0"
"1941","4","1","1","0","0","0","0","1"
"1942","2","1","1","0","0","1","0","0"
"1942","3","1","1","0","0","0","1","0"
"1942","4","1","1","0","0","0","0","1"
"1943","2","1","1","0","0","1","0","0"
"1943","3","1","1","0","0","0","1","0"
"1943","4","1","1","0","0","0","0","1"
"1944","2","1","1","0","0","1","0","0"
"1944","3","1","1","0","0","0","1","0"
"1944","4","1","1","0","0","0","0","1"
"1945","2","1","1","0","0","1","0","0"
"1945","3","1","1","0","0","0","1","0"
"1945","4","1","1","0","0","0","0","1"
"1946","2","1","1","0","0","1","0","0"
"1946","4","1","1","0","0","0","0","1"
"1947","2","1","1","0","0","1","0","0"
"1947","3","1","1","0","0","0","1","0"
"1947","4","1","1","0","0","0","0","1"
"1948","2","1","1","0","0","1","0","0"
"1948","4","1","1","0","0","0","0","1"
"1949","2","1","1","0","0","1","0","0"
"1949","4","1","1","0","0","0","0","1"
"1950","2","1","1","0","0","1","0","0"
"1950","3","1","1","0","0","0","1","0"
"1950","4","1","1","0","0","0","0","1"
"1951","2","1","1","0","0","1","0","0"
"1951","3","1","1","0","0","0","1","0"
"1951","4","1","1","0","0","0","0","1"
"1952","2","1","1","0","0","1","0","0"
"1952","3","1","1","0","0","0","1","0"
"1952","4","1","1","0","0","0","0","1"
"1953","2","1","1","0","0","1","0","0"
"1953","4","1","1","0","0","0","0","1"
"1954","2","1","1","0","0","1","0","0"
"1954","4","1","1","0","0","0","0","1"
"1955","2","1","1","0","0","1","0","0"
"1955","4","1","1","0","0","0","0","1"
"1956","2","1","1","0","0","1","0","0"
"1956","4","1","1","0","0","0","0","1"
"1957","2","1","1","0","0","1","0","0"
"1957","3","1","1","0","0","0","1","0"
"1957","4","1","1","0","0","0","0","1"
"1958","2","1","1","0","0","1","0","0"
"1958","4","1","1","0","0","0","0","1"
"1959","2","1","1","0","0","1","0","0"
"1959","3","1","1","0","0","0","1","0"
"1959","4","1","1","0","0","0","0","1"
"1960","2","1","1","0","0","1","0","0"
"1960","3","1","1","0","0","0","1","0"
"1960","4","1","1","0","0","0","0","1"
"1961","2","1","1","0","0","1","0","0"
"1961","3","1","1","0","0","0","1","0"
"1961","4","1","1","0","0","0","0","1"
"1962","2","1","1","0","0","1","0","0"
"1962","3","1","1","0","0","0","1","0"
"1962","4","1","1","0","0","0","0","1"
"1963","2","1","1","0","0","1","0","0"
"1963","4","1","1","0","0","0","0","1"
"1964","2","1","1","0","0","1","0","0"
"1964","4","1","1","0","0","0","0","1"
"1965","2","1","1","0","0","1","0","0"
"1965","4","1","1","0","0","0","0","1"
"1966","2","1","1","0","0","1","0","0"
"1966","3","1","1","0","0","0","1","0"
"1966","4","1","1","0","0","0","0","1"
"1967","2","1","1","0","0","1","0","0"
"1967","3","1","1","0","0","0","1","0"
"1967","4","1","1","0","0","0","0","1"
"1968","2","1","1","0","0","1","0","0"
"1968","3","1","1","0","0","0","1","0"
"1968","4","1","1","0","0","0","0","1"
"1969","2","1","1","0","0","1","0","0"
"1969","4","1","1","0","0","0","0","1"
"1970","2","1","1","0","0","1","0","0"
"1970","3","1","1","0","0","0","1","0"
"1970","4","1","1","0","0","0","0","1"
"1971","2","1","1","0","0","1","0","0"
"1971","3","1","1","0","0","0","1","0"
"1971","4","1","1","0","0","0","0","1"
"1972","2","1","1","0","0","1","0","0"
"1972","3","1","1","0","0","0","1","0"
"1972","4","1","1","0","0","0","0","1"
"1973","2","1","1","0","0","1","0","0"
"1973","3","1","1","0","0","0","1","0"
"1973","4","1","1","0","0","0","0","1"
"1974","2","1","1","0","0","1","0","0"
"1974","3","1","1","0","0","0","1","0"
"1974","4","1","1","0","0","0","0","1"
"1975","2","1","1","0","0","1","0","0"
"1975","3","1","1","0","0","0","1","0"
"1975","4","1","1","0","0","0","0","1"
"1976","2","1","1","0","0","1","0","0"
"1976","4","1","1","0","0","0","0","1"
"1977","2","1","1","0","0","1","0","0"
"1977","4","1","1","0","0","0","0","1"
"1978","2","1","1","0","0","1","0","0"
"1978","4","1","1","0","0","0","0","1"
"1979","2","1","1","0","0","1","0","0"
"1979","4","1","1","0","0","0","0","1"
"1980","2","1","1","0","0","1","0","0"
"1980","3","1","1","0","0","0","1","0"
"1980","4","1","1","0","0","0","0","1"
"1981","2","1","1","0","0","1","0","0"
"1981","3","1","1","0","0","0","1","0"
"1981","4","1","1","0","0","0","0","1"
"1982","2","1","1","0","0","1","0","0"
"1982","4","1","1","0","0","0","0","1"
"1983","2","1","1","0","0","1","0","0"
"1983","4","1","1","0","0","0","0","1"
"1984","2","1","1","0","0","1","0","0"
"1984","3","1","1","0","0","0","1","0"
"1984","4","1","1","0","0","0","0","1"
"1985","2","1","1","0","0","1","0","0"
"1985","3","1","1","0","0","0","1","0"
"1985","4","1","1","0","0","0","0","1"
"1986","2","1","1","0","0","1","0","0"
"1986","3","1","1","0","0","0","1","0"
"1986","4","1","1","0","0","0","0","1"
"1987","2","1","1","0","0","1","0","0"
"1987","4","1","1","0","0","0","0","1"
"1988","2","1","1","0","0","1","0","0"
"1988","3","1","1","0","0","0","1","0"
"1988","4","1","1","0","0","0","0","1"
"1989","2","1","1","0","0","1","0","0"
"1989","3","1","1","0","0","0","1","0"
"1989","4","1","1","0","0","0","0","1"
"1990","2","1","1","0","0","1","0","0"
"1990","3","1","1","0","0","0","1","0"
"1990","4","1","1","0","0","0","0","1"
"1991","2","1","1","0","0","1","0","0"
"1991","3","1","1","0","0","0","1","0"
"1991","4","1","1","0","0","0","0","1"
"1992","2","1","1","0","0","1","0","0"
"1992","4","1","1","0","0","0","0","1"
"1993","2","1","1","0","0","1","0","0"
"1993","3","1","1","0","0","0","1","0"
"1993","4","1","1","0","0","0","0","1"
"1994","2","1","1","0","0","1","0","0"
"1994","3","1","1","0","0","0","1","0"
"1994","4","1","1","0","0","0","0","1"
"1995","2","1","1","0","0","1","0","0"
"1995","3","1","1","0","0","0","1","0"
"1995","4","1","1","0","0","0","0","1"
"1996","2","1","1","0","0","1","0","0"
"1996","3","1","1","0","0","0","1","0"
"1996","4","1","1","0","0","0","0","1"
"1997","2","1","1","0","0","1","0","0"
"1997","3","1","1","0","0","0","1","0"
"1997","4","1","1","0","0","0","0","1"
"1998","2","1","1","0","0","1","0","0"
"1998","4","1","1","0","0","0","0","1"
"1999","2","1","1","0","0","1","0","0"
"1999","3","1","1","0","0","0","1","0"
"1999","4","1","1","0","0","0","0","1"
"2000","2","1","1","0","0","1","0","0"
"2000","3","1","1","0","0","0","1","0"
"2000","4","1","1","0","0","0","0","1"
"2001","2","1","1","0","0","1","0","0"
"2001","3","1","1","0","0","0","1","0"
"2001","4","1","1","0","0","0","0","1"
"2002","2","1","1","0","0","1","0","0"
"2002","4","1","1","0","0","0","0","1"
"2003","2","1","1","0","0","1","0","0"
"2003","3","1","1","0","0","0","1","0"
"2003","4","1","1","0","0","0","0","1"
"2004","2","1","1","0","0","1","0","0"
"2004","3","1","1","0","0","0","1","0"
"2004","4","1","1","0","0","0","0","1"
"2005","2","1","1","0","0","1","0","0"
"2005","4","1","1","0","0","0","0","1"
"2006","2","1","1","0","0","1","0","0"
"2006","4","1","1","0","0","0","0","1"
"2007","2","1","1","0","0","1","0","0"
"2007","3","1","1","0","0","0","1","0"
"2007","4","1","1","0","0","0","0","1"
"2008","2","1","1","0","0","1","0","0"
"2008","3","1","1","0","0","0","1","0"
"2008","4","1","1","0","0","0","0","1"
"2009","2","1","1","0","0","1","0","0"
"2009","3","1","1","0","0","0","1","0"
"2009","4","1","1","0","0","0","0","1"
"2010","2","1","1","0","0","1","0","0"
"2010","3","1","1","0","0","0","1","0"
"2010","4","1","1","0","0","0","0","1"
"2011","2","1","1","0","0","1","0","0"
"2011","3","1","1","0","0","0","1","0"
"2011","4","1","1","0","0","0","0","1"
"2012","2","1","1","0","0","1","0","0"
"2012","3","1","1","0","0","0","1","0"
"2012","4","1","1","0","0","0","0","1"
"2013","2","1","1","0","0","1","0","0"
"2013","3","1","1","0","0","0","1","0"
"2013","4","1","1","0","0","0","0","1"
"2014","2","1","1","0","0","1","0","0"
"2014","4","1","1","0","0","0","0","1"
"2015","2","1","1","0","0","1","0","0"
"2015","3","1","1","0","0","0","1","0"
"2015","4","1","1","0","0","0","0","1"
"2016","2","1","1","0","0","1","0","0"
"2016","3","1","1","0","0","0","1","0"
"2016","4","1","1","0","0","0","0","1"
"2017","2","1","1","0","0","1","0","0"
"2017","3","1","1","0","0","0","1","0"
"2017","4","1","1","0","0","0","0","1"
"2018","2","1","1","0","0","1","0","0"
"2018","3","1","1","0","0","0","1","0"
"2018","4","1","1","0","0","0","0","1"
"2019","2","1","1","0","0","1","0","0"
"2019","3","1","1","0","0","0","1","0"
"2019","4","1","1","0","0","0","0","1"
"2020","2","1","1","0","0","1","0","0"
"2020","3","1","1","0","0","0","1","0"
"2020","4","1","1","0","0","0","0","1"
"2021","2","1","1","0","0","1","0","0"
"2021","3","1","1","0","0","0","1","0"
"2021","4","1","1","0","0","0","0","1"
"2022","2","1","1","0","0","1","0","0"
"2022","3","1","1","0","0","0","1","0"
"2022","4","1","1","0","0","0","0","1"
"2023","2","1","1","0","0","1","0","0"
"2023","3","1","1","0","0","0","1","0"
"2023","4","1","1","0","0","0","0","1"
"2024","2","1","1","0","0","1","0","0"
"2024","3","1","1","0","0","0","1","0"
"2024","4","1","1","0","0","0","0","1"
"2025","2","1","1","0","0","1","0","0"
"2025","3","1","1","0","0","0","1","0"
"2025","4","1","1","0","0","0","0","1"
"2026","2","1","1","0","0","1","0","0"
"2026","3","1","1","0","0","0","1","0"
"2026","4","1","1","0","0","0","0","1"
"2027","2","1","1","0","0","1","0","0"
"2027","3","1","1","0","0","0","1","0"
"2027","4","1","1","0","0","0","0","1"
"2028","2","1","1","0","0","1","0","0"
"2028","3","1","1","0","0","0","1","0"
"2028","4","1","1","0","0","0","0","1"
"2029","2","1","1","0","0","1","0","0"
"2029","3","1","1","0","0","0","1","0"
"2029","4","1","1","0","0","0","0","1"
"2030","2","1","1","0","0","1","0","0"
"2030","4","1","1","0","0","0","0","1"
"2031","2","1","1","0","0","1","0","0"
"2031","3","1","1","0","0","0","1","0"
"2031","4","1","1","0","0","0","0","1"
"2032","2","1","1","0","0","1","0","0"
"2032","3","1","1","0","0","0","1","0"
"2032","4","1","1","0","0","0","0","1"
"2033","2","1","1","0","0","1","0","0"
"2033","3","1","1","0","0","0","1","0"
"2033","4","1","1","0","0","0","0","1"
"2034","2","1","1","0","0","1","0","0"
"2034","4","1","1","0","0","0","0","1"
"2035","2","1","1","0","0","1","0","0"
"2035","3","1","1","0","0","0","1","0"
"2035","4","1","1","0","0","0","0","1"
"2036","2","1","1","0","0","1","0","0"
"2036","4","1","1","0","0","0","0","1"
"2037","2","1","1","0","0","1","0","0"
"2037","3","1","1","0","0","0","1","0"
"2037","4","1","1","0","0","0","0","1"
"2038","2","1","1","0","0","1","0","0"
"2038","3","1","1","0","0","0","1","0"
"2038","4","1","1","0","0","0","0","1"
"2039","2","1","1","0","0","1","0","0"
"2039","3","1","1","0","0","0","1","0"
"2039","4","1","1","0","0","0","0","1"
"2040","2","1","1","0","0","1","0","0"
"2040","3","1","1","0","0","0","1","0"
"2040","4","1","1","0","0","0","0","1"
"2041","2","1","1","0","0","1","0","0"
"2041","3","1","1","0","0","0","1","0"
"2041","4","1","1","0","0","0","0","1"
"2042","2","1","1","0","0","1","0","0"
"2042","3","1","1","0","0","0","1","0"
"2042","4","1","1","0","0","0","0","1"
"2043","2","1","1","0","0","1","0","0"
"2043","3","1","1","0","0","0","1","0"
"2043","4","1","1","0","0","0","0","1"
"2044","2","1","1","0","0","1","0","0"
"2044","3","1","1","0","0","0","1","0"
"2044","4","1","1","0","0","0","0","1"
"2045","2","1","1","0","0","1","0","0"
"2045","3","1","1","0","0","0","1","0"
"2045","4","1","1","0","0","0","0","1"
"2046","2","1","1","0","0","1","0","0"
"2046","3","1","1","0","0","0","1","0"
"2046","4","1","1","0","0","0","0","1"
"2047","2","1","1","0","0","1","0","0"
"2047","3","1","1","0","0","0","1","0"
"2047","4","1","1","0","0","0","0","1"
"2048","2","1","1","0","0","1","0","0"
"2048","3","1","1","0","0","0","1","0"
"2048","4","1","1","0","0","0","0","1"
"2049","2","1","1","0","0","1","0","0"
"2049","3","1","1","0","0","0","1","0"
"2049","4","1","1","0","0","0","0","1"
"2050","2","1","1","0","0","1","0","0"
"2050","3","1","1","0","0","0","1","0"
"2050","4","1","1","0","0","0","0","1"
"2051","2","1","1","0","0","1","0","0"
"2051","3","1","1","0","0","0","1","0"
"2051","4","1","1","0","0","0","0","1"
"2052","2","1","1","0","0","1","0","0"
"2052","3","1","1","0","0","0","1","0"
"2052","4","1","1","0","0","0","0","1"
"2053","2","1","1","0","0","1","0","0"
"2053","3","1","1","0","0","0","1","0"
"2053","4","1","1","0","0","0","0","1"
"2054","2","1","1","0","0","1","0","0"
"2054","3","1","1","0","0","0","1","0"
"2054","4","1","1","0","0","0","0","1"
"2055","2","1","1","0","0","1","0","0"
"2055","3","1","1","0","0","0","1","0"
"2055","4","1","1","0","0","0","0","1"
"2056","2","1","1","0","0","1","0","0"
"2056","3","1","1","0","0","0","1","0"
"2056","4","1","1","0","0","0","0","1"
"2057","2","1","1","0","0","1","0","0"
"2057","3","1","1","0","0","0","1","0"
"2057","4","1","1","0","0","0","0","1"
"2058","2","1","1","0","0","1","0","0"
"2058","3","1","1","0","0","0","1","0"
"2058","4","1","1","0","0","0","0","1"
"2059","2","1","1","0","0","1","0","0"
"2059","3","1","1","0","0","0","1","0"
"2059","4","1","1","0","0","0","0","1"
"2060","2","1","1","0","0","1","0","0"
"2060","4","1","1","0","0","0","0","1"
"2061","2","1","1","0","0","1","0","0"
"2061","3","1","1","0","0","0","1","0"
"2061","4","1","1","0","0","0","0","1"
"2062","2","1","1","0","0","1","0","0"
"2062","3","1","1","0","0","0","1","0"
"2062","4","1","1","0","0","0","0","1"
"2063","2","1","1","0","0","1","0","0"
"2063","3","1","1","0","0","0","1","0"
"2063","4","1","1","0","0","0","0","1"
"2064","2","1","1","0","0","1","0","0"
"2064","3","1","1","0","0","0","1","0"
"2064","4","1","1","0","0","0","0","1"
"2065","2","1","1","0","0","1","0","0"
"2065","3","1","1","0","0","0","1","0"
"2065","4","1","1","0","0","0","0","1"
"2066","2","1","1","0","0","1","0","0"
"2066","3","1","1","0","0","0","1","0"
"2066","4","1","1","0","0","0","0","1"
"2067","2","1","1","0","0","1","0","0"
"2067","3","1","1","0","0","0","1","0"
"2067","4","1","1","0","0","0","0","1"
"2068","2","1","1","0","0","1","0","0"
"2068","3","1","1","0","0","0","1","0"
"2068","4","1","1","0","0","0","0","1"
"2069","2","1","1","0","0","1","0","0"
"2069","4","1","1","0","0","0","0","1"
"2070","2","1","1","0","0","1","0","0"
"2070","3","1","1","0","0","0","1","0"
"2070","4","1","1","0","0","0","0","1"
"2071","2","1","1","0","0","1","0","0"
"2071","3","1","1","0","0","0","1","0"
"2071","4","1","1","0","0","0","0","1"
"2072","2","1","1","0","0","1","0","0"
"2072","3","1","1","0","0","0","1","0"
"2072","4","1","1","0","0","0","0","1"
"2073","2","1","1","0","0","1","0","0"
"2073","3","1","1","0","0","0","1","0"
"2073","4","1","1","0","0","0","0","1"
"2074","2","1","1","0","0","1","0","0"
"2074","3","1","1","0","0","0","1","0"
"2074","4","1","1","0","0","0","0","1"
"2075","2","1","1","0","0","1","0","0"
"2075","3","1","1","0","0","0","1","0"
"2075","4","1","1","0","0","0","0","1"
"2076","2","1","1","0","0","1","0","0"
"2076","3","1","1","0","0","0","1","0"
"2076","4","1","1","0","0","0","0","1"
"2077","2","1","1","0","0","1","0","0"
"2077","3","1","1","0","0","0","1","0"
"2077","4","1","1","0","0","0","0","1"
"2078","2","1","1","0","0","1","0","0"
"2078","3","1","1","0","0","0","1","0"
"2078","4","1","1","0","0","0","0","1"
"2079","2","1","1","0","0","1","0","0"
"2079","4","1","1","0","0","0","0","1"
"2080","2","1","1","0","0","1","0","0"
"2080","3","1","1","0","0","0","1","0"
"2080","4","1","1","0","0","0","0","1"
"2081","2","1","1","0","0","1","0","0"
"2081","3","1","1","0","0","0","1","0"
"2081","4","1","1","0","0","0","0","1"
"2082","2","1","1","0","0","1","0","0"
"2082","3","1","1","0","0","0","1","0"
"2082","4","1","1","0","0","0","0","1"
"2083","2","1","1","0","0","1","0","0"
"2083","3","1","1","0","0","0","1","0"
"2083","4","1","1","0","0","0","0","1"
"2084","2","1","1","0","0","1","0","0"
"2084","4","1","1","0","0","0","0","1"
"2085","2","1","1","0","0","1","0","0"
"2085","3","1","1","0","0","0","1","0"
"2085","4","1","1","0","0","0","0","1"
"2086","2","1","1","0","0","1","0","0"
"2086","3","1","1","0","0","0","1","0"
"2086","4","1","1","0","0","0","0","1"
"2087","2","1","1","0","0","1","0","0"
"2087","3","1","1","0","0","0","1","0"
"2087","4","1","1","0","0","0","0","1"
"2088","2","1","1","0","0","1","0","0"
"2088","3","1","1","0","0","0","1","0"
"2088","4","1","1","0","0","0","0","1"
"2089","2","1","1","0","0","1","0","0"
"2089","3","1","1","0","0","0","1","0"
"2089","4","1","1","0","0","0","0","1"
"2090","2","1","1","0","0","1","0","0"
"2090","3","1","1","0","0","0","1","0"
"2090","4","1","1","0","0","0","0","1"
"2091","2","1","1","0","0","1","0","0"
"2091","3","1","1","0","0","0","1","0"
"2091","4","1","1","0","0","0","0","1"
"2092","2","1","1","0","0","1","0","0"
"2092","3","1","1","0","0","0","1","0"
"2092","4","1","1","0","0","0","0","1"
"2093","2","1","1","0","0","1","0","0"
"2093","3","1","1","0","0","0","1","0"
"2093","4","1","1","0","0","0","0","1"
"2094","2","1","1","0","0","1","0","0"
"2094","3","1","1","0","0","0","1","0"
"2094","4","1","1","0","0","0","0","1"
"2095","2","1","1","0","0","1","0","0"
"2095","4","1","1","0","0","0","0","1"
"2096","2","1","1","0","0","1","0","0"
"2096","3","1","1","0","0","0","1","0"
"2096","4","1","1","0","0","0","0","1"
"2097","2","1","1","0","0","1","0","0"
"2097","3","1","1","0","0","0","1","0"
"2097","4","1","1","0","0","0","0","1"
"2098","2","1","1","0","0","1","0","0"
"2098","3","1","1","0","0","0","1","0"
"2098","4","1","1","0","0","0","0","1"
"2099","2","1","1","0","0","1","0","0"
"2099","3","1","1","0","0","0","1","0"
"2099","4","1","1","0","0","0","0","1"
"2100","2","1","1","0","0","1","0","0"
"2100","3","1","1","0","0","0","1","0"
"2100","4","1","1","0","0","0","0","1"
"2101","2","1","1","0","0","1","0","0"
"2101","3","1","1","0","0","0","1","0"
"2101","4","1","1","0","0","0","0","1"
"2102","2","1","1","0","0","1","0","0"
"2102","3","1","1","0","0","0","1","0"
"2102","4","1","1","0","0","0","0","1"
"2103","2","1","1","0","0","1","0","0"
"2103","3","1","1","0","0","0","1","0"
"2103","4","1","1","0","0","0","0","1"
"2104","2","1","1","0","0","1","0","0"
"2104","3","1","1","0","0","0","1","0"
"2104","4","1","1","0","0","0","0","1"
"2105","2","1","1","0","0","1","0","0"
"2105","3","1","1","0","0","0","1","0"
"2105","4","1","1","0","0","0","0","1"
"2106","2","1","1","0","0","1","0","0"
"2106","3","1","1","0","0","0","1","0"
"2106","4","1","1","0","0","0","0","1"
"2107","2","1","1","0","0","1","0","0"
"2107","3","1","1","0","0","0","1","0"
"2107","4","1","1","0","0","0","0","1"
"2108","2","1","1","0","0","1","0","0"
"2108","4","1","1","0","0","0","0","1"
"2109","2","1","1","0","0","1","0","0"
"2109","3","1","1","0","0","0","1","0"
"2109","4","1","1","0","0","0","0","1"
"2110","2","1","1","0","0","1","0","0"
"2110","4","1","1","0","0","0","0","1"
"2111","2","1","1","0","0","1","0","0"
"2111","3","1","1","0","0","0","1","0"
"2111","4","1","1","0","0","0","0","1"
"2112","2","1","1","0","0","1","0","0"
"2112","4","1","1","0","0","0","0","1"
"2113","2","1","1","0","0","1","0","0"
"2113","3","1","1","0","0","0","1","0"
"2113","4","1","1","0","0","0","0","1"
"2114","2","1","1","0","0","1","0","0"
"2114","3","1","1","0","0","0","1","0"
"2114","4","1","1","0","0","0","0","1"
"2115","2","1","1","0","0","1","0","0"
"2115","3","1","1","0","0","0","1","0"
"2115","4","1","1","0","0","0","0","1"
"2116","2","1","1","0","0","1","0","0"
"2116","4","1","1","0","0","0","0","1"
"2117","2","1","1","0","0","1","0","0"
"2117","3","1","1","0","0","0","1","0"
"2117","4","1","1","0","0","0","0","1"
"2118","2","1","1","0","0","1","0","0"
"2118","3","1","1","0","0","0","1","0"
"2118","4","1","1","0","0","0","0","1"
"2119","2","1","1","0","0","1","0","0"
"2119","3","1","1","0","0","0","1","0"
"2119","4","1","1","0","0","0","0","1"
"2120","2","1","1","0","0","1","0","0"
"2120","3","1","1","0","0","0","1","0"
"2120","4","1","1","0","0","0","0","1"
"2121","2","1","1","0","0","1","0","0"
"2121","3","1","1","0","0","0","1","0"
"2121","4","1","1","0","0","0","0","1"
"2122","2","1","1","0","0","1","0","0"
"2122","3","1","1","0","0","0","1","0"
"2122","4","1","1","0","0","0","0","1"
"2123","2","1","1","0","0","1","0","0"
"2123","3","1","1","0","0","0","1","0"
"2123","4","1","1","0","0","0","0","1"
"2124","2","1","1","0","0","1","0","0"
"2124","3","1","1","0","0","0","1","0"
"2124","4","1","1","0","0","0","0","1"
"2125","2","1","1","0","0","1","0","0"
"2125","3","1","1","0","0","0","1","0"
"2125","4","1","1","0","0","0","0","1"
"2126","2","1","1","0","0","1","0","0"
"2126","3","1","1","0","0","0","1","0"
"2126","4","1","1","0","0","0","0","1"
"2127","2","1","1","0","0","1","0","0"
"2127","3","1","1","0","0","0","1","0"
"2127","4","1","1","0","0","0","0","1"
"2128","2","1","1","0","0","1","0","0"
"2128","3","1","1","0","0","0","1","0"
"2128","4","1","1","0","0","0","0","1"
"2129","2","1","1","0","0","1","0","0"
"2129","3","1","1","0","0","0","1","0"
"2129","4","1","1","0","0","0","0","1"
"2130","2","1","1","0","0","1","0","0"
"2130","3","1","1","0","0","0","1","0"
"2130","4","1","1","0","0","0","0","1"
"2131","2","1","1","0","0","1","0","0"
